en,pr1aXn8_F3I,342,1346,the deadlier it lasted from around 1346 to 1353 and resulted in the deaths of somewhere#
en,rZfZyOaRFrc,370,2002,and he served in the Uzbek Air Force from 2002 to 2007 I would love to contribute to the Bekaa#
en,rZfZyOaRFrc,438,99 9,California fixer-upper yours for only $9.99 95 Sebastian Thank You Lucy and Alex who are Ukrainian people and they#
en,rZfZyOaRFrc,615,1850,third generation immigrant in Kazakhstan starting in the 1850s many Korean refugees fled from poverty yeah there's#
en,_MbzQNFC2kA,61,1965,can Yarra River shifted its course southwards after heavy rains in 1965 no one really pays attention to this though#
en,_MbzQNFC2kA,79,1 million,provincial status Kigali of course is the largest city with over 1 000000 people and it also holds the largest and#
en,_MbzQNFC2kA,166,"50,0",companies biotech firms and commercial centers providing over 50000 jobs around 95% of the youth are enrolled in#
en,_MbzQNFC2kA,172,1991,schools and literacy rates have jumped from only about 58% in 1991 to nearly 75% today how did all this happen though#
en,_MbzQNFC2kA,177,2000,75% today how did all this happen though well basically in the year 2000 they had this thing called the vision 2020 and it#
en,_MbzQNFC2kA,179,2020,well basically in the year 2000 they had this thing called the vision 2020 and it was like okay guys we literally just had#
en,_MbzQNFC2kA,418,2006,family program called Gear Inka back in 2006 it was like okay we're left with a ton of impoverished in malnourished#
en,_MbzQNFC2kA,458,2008,insurance compared to less than 40 percent in 2008 one of the biggest draws to Rwanda is that it is one of the only#
en,_MbzQNFC2kA,468,200,rwanda has a largest population of the animals at about 200 and they are heavily protected and speaking of#
en,_MbzQNFC2kA,568,11.5,came out of but first the demographics graph the country has about 11.5 000000 people and is the second most densely#
en,_MbzQNFC2kA,738,1994,slowly killing the Tutsis and then some family started escaping and then in 1994 the plan of the president was shut down#
en,_MbzQNFC2kA,765,100,defeated our army and that pretty much ended the genocide yeah and about 100 days somewhere around half a 000000 to#
en,_MbzQNFC2kA,835,1961,Rwanda actually had a monarchy for the longest time until it was ousted in 1961 even if you are a city slicker with no#
en,_MbzQNFC2kA,979,2000,has made a huge rebound since the early 2000 mostly in genres like hip hop R&B gospel and East African afro beat John#
en,_MbzQNFC2kA,1073,2000,players and Olympic athletes like these Agnes Managua whole miss France 2000 was half Rwandan this director and actress#
en,_MbzQNFC2kA,1128,2007,loans used to build roads and factories and in 2007 a 160 000000 debt was cancelled the closer friends would of#
en,_MbzQNFC2kA,1181,2009,ceasefire was installed from there the presidents met up in 2009 and reopened relations and opened embassies and today#
en,_GyOH5_b4Xg,251,2 million,thanks to all of you guys we made it to 2 000000 here's to whatever amount of subscribers I get until I plateau when#
en,yM6QQvkpJtY,52,2004,instead of South Ossetia I accidentally wrote 2004 instead of 1994 in the Olympics parts and in the demographic#
en,yM6QQvkpJtY,106,69 1,Vasily EV is the woman that has had the most kids on earth at 69 16 pairs of twins 7 sets of triplets four sets of#
en,K8zAbdYx9SU,93,000,the east side at about 66 hundred miles or 9000 kilometers east to west the country covers 11 time zones and the#
en,K8zAbdYx9SU,124,2050,facility is actually leased out to Russia until 2050 and acts as like a Russian exclave the country is divided#
en,K8zAbdYx9SU,269,2 million,to me for cheap and that's how they sold it for only 7.2 000000 which by today's inflation rates would be equivalent to#
en,K8zAbdYx9SU,273,130,inflation rates would be equivalent to about 130 000000 or about 2 cents per acre for what it's worth though Russia#
en,K8zAbdYx9SU,329,2020,lives it is the largest European city and as of 2020 is one of the top 20 largest cities by city proper on earth#
en,K8zAbdYx9SU,333,13 million,largest cities by city proper on earth with over 13 000000 people here of course you can find the three biggest#
en,K8zAbdYx9SU,371,"23,0",Island speaking of which they have about 23000 miles of coastline fifth longest in the world mostly in the Arctic giving#
en,K8zAbdYx9SU,398,2014,Peninsula in the shortest way to summarize in 2014 Russian troops took over and essentially the entire area was#
en,K8zAbdYx9SU,593,200,anywhere else in the country at about 200 about 60 of which are still active the three most active and continuously#
en,K8zAbdYx9SU,678,2020,largest by nominal GDP and sixth largest by purchasing power parity in 2020 back to resources though agriculture and#
en,K8zAbdYx9SU,683,1 billion,Russia is kind of limited only about 0.1% of the 1 000000000 acres of arable land is used for permanent agriculture#
en,K8zAbdYx9SU,746,105,yawns can go from 37 degrees in summer to negative 68 in winter making a 105 degree difference#
en,K8zAbdYx9SU,764,260,camels and speaking of camels animals the country has over 260 mammal species and nearly 800 bird species#
en,K8zAbdYx9SU,767,800,animals the country has over 260 mammal species and nearly 800 bird species animals you may have heard of such as#
en,K8zAbdYx9SU,863,180,would take forever because Russia has over 180 recognized ethnic groups which each have their own distinct culture#
en,K8zAbdYx9SU,885,143,title of honor and pride many of them take the country is made up of about 143 000000 people it is the most populous#
en,K8zAbdYx9SU,890,2020,000000 people it is the most populous nation in Europe and as of 2020 the ninth largest country and population on#
en,K8zAbdYx9SU,897,180,identifies as ethnically Russian and the remaining 20% come from one of the 180 or so ethnic minorities found throughout#
en,K8zAbdYx9SU,1309,1990,has been a platform for persistent human presence in space since the late 1990s I love this thing also the Russian Soyuz#
en,K8zAbdYx9SU,1410,1994,number one medal winners twice for the winter seasons of 1994 in 2014 where they hosted in Sochi which has a stream#
en,K8zAbdYx9SU,1425,1830,top chess players in the world have come from Russia the 1830 throw mantis era was sort of seen as like the Golden Age#
en,K8zAbdYx9SU,1475,1935,animation it wasn't until 1935 that SIU's mph in Russia's largest animation studio was#
en,K8zAbdYx9SU,1802,1991,rules apply when they play after the Cold War ended in 1991 relations warmed significantly but then the u.s.#
en,K8zAbdYx9SU,1809,1999,Europe made Russia distrustful again especially with in 1999 NATO interventions in the Balkans#
en,K8zAbdYx9SU,1843,8 million,largest population of Russians outside of Russia at over 8 000000 and it is incredibly complicated putting all the#
en,K8zAbdYx9SU,1884,300,Serbia Serbians even sometimes say they are one of the 300 000000 referencing the entire Russian global population#
en,K8zAbdYx9SU,1899,6 million,largest population of Russians abroad at over 3.6 000000 and they are kind of seen as like the breadbasket country to#
en,si_PQDNctjo,32,1960,virtually never seen a moment of peace since their independence in 1960 they've been riddled with civil wars and rebel#
en,si_PQDNctjo,131,400,over 400 students he gave me the list he showed me the price and I'm like okay#
en,si_PQDNctjo,253,2020,will start filming country episodes again at the beginning of 2020 the YouTube space is closed right now they#
en,ZRMbh0wSly0,136,2009,Ukraine had a small dispute over that finally got resolved in 2009 Ukraine won dang anywho the country has a wide#
en,ZRMbh0wSly0,345,1600,continuous marshland in Europe and has over 1600 plant species alone this whole flat marshy area along the coast is also#
en,ZRMbh0wSly0,396,2007,people didn't know how to interact with essentially joining the EU in 2007 really helped it was like alright so we#
en,ZRMbh0wSly0,578,1991,has seen a sixteen point two population decrease since its peak in 1991 at 23 000000 the majority of the country at#
en,ZRMbh0wSly0,710,1947,Romania was a previous Kingdom that ended in 1947 with King Michael the first being the last King until he was#
en,ZRMbh0wSly0,1040,2000,course relations with other EU members have grown since the 2000s and although they are one of the last wealthier EU#
en,iK2gSBrSRWk,161,1916,emirate after the coloured British Treaty of 1916 yeah dr. almost joined the united arab emirates but then they#
en,iK2gSBrSRWk,666,1923,on toast not as bad I Bradley made in Australia since 1923 you should have stopped in 1924 thank you my I said what#
en,iK2gSBrSRWk,668,1924,Australia since 1923 you should have stopped in 1924 thank you my I said what else we got from this New Zealand guy we#
en,oqfW7xn215o,45,250,how you think that's impressive no the classic 250 GTO how did you get that I've been wanting that car you snooze#
en,oqfW7xn215o,84,117,saudi arabia the only land border country the country is only about 117 miles long in 53 miles wide the bahrain#
en,oqfW7xn215o,131,"32,0",would prob I'll hoard up north with about 32000 people in the largest town on the west#
en,oqfW7xn215o,135,"12,0",coast duquan with only about 12000 people roadways traverse every region of the#
en,oqfW7xn215o,643,1868,either way they have been led by the House of tani since 1868 the main language of course is Arabic spoken with#
en,oqfW7xn215o,843,1980,Information opened the Qatar music academy in 1980 and they just opened their first record label in 2015 DNA#
en,oqfW7xn215o,845,2015,academy in 1980 and they just opened their first record label in 2015 DNA records and just as a tribute to key in#
en,oqfW7xn215o,850,2010,records and just as a tribute to key in 2010 this dude was the first person to release a metal album out of guitar#
en,oqfW7xn215o,916,150,the highest per-capita income in the world at nearly 150 K average but that wealth is almost entirely exclusive to#
en,oqfW7xn215o,1032,2017,home base things are a little tricky with the other Gulf states in 2017 there was the cuddler diplomatic crisis in#
en,oqfW7xn215o,1093,2015,Syrian civil war and the Egyptian crisis in 2015 the Emir and erawan announced plans for a Turkish military base in#
en,ve0NWnG9ymI,32,1944,Fund headquartered in Washington DC this was established in 1944 and it promotes basically world trade it has 184 member#
en,ve0NWnG9ymI,34,184,was established in 1944 and it promotes basically world trade it has 184 member countries and it basically works to#
en,ve0NWnG9ymI,46,1961,WWF World Wildlife Fund headquartered in Vaude & gland Switzerland set up in 1961 this is the world's largest conservation#
en,ve0NWnG9ymI,75,1947,headquartered in New York established in 1947 it helps to assist the health and welfare of children and their mothers#
en,ve0NWnG9ymI,87,1946,UNESCO headquartered in Paris France started in 1946 this organization aims to promote the culture science and#
en,ve0NWnG9ymI,100,1944,every year the World Bank headquartered in Washington DC founded in 1944 its aim is to reduce poverty across the world#
en,ve0NWnG9ymI,114,153,trade agreements between nations it has 153 member countries which make up about 97% of the world's trade it's#
en,ve0NWnG9ymI,138,2014,poverty or at least they're supposed to in 2014 Russia's membership was suspended after the annexation of Crimea#
en,ve0NWnG9ymI,142,2017,suspended after the annexation of Crimea and in 2017 they announced their withdrawal the name was then reverted to#
en,ve0NWnG9ymI,186,193,and finally dispute ibly the largest one the UN has 193 member states and 2 observer States the General Assembly of#
en,ve0NWnG9ymI,333,2009,suspended even though they were never officially dismissed but then in 2009 tensions were cooled off and they got#
en,ve0NWnG9ymI,380,2001,Johannesburg South Africa launched in 2001 it basically has every country on the African continent plus a special#
en,ve0NWnG9ymI,393,2017,from the union for a long time but then they kind of went back in 2017 this union covers nations that all#
en,ve0NWnG9ymI,410,2002,Asian continent co-operative organization established in 2002 and it's very like loosely administered like#
en,ve0NWnG9ymI,440,2011,important in that mix in any case in 2011 the US territories were granted observer status in 2016 French Polynesia#
en,ve0NWnG9ymI,442,2016,2011 the US territories were granted observer status in 2016 French Polynesia and New Caledonia were allowed to have#
en,ve0NWnG9ymI,470,2017,of the largest ones in regards to gross domestic product in 2017 negotiations decided to change it into something#
en,ve0NWnG9ymI,665,2011,and don't even get the Moroccan started Syria used to be a member but in 2011 their membership status was suspended#
en,ve0NWnG9ymI,707,2017,joint military called the peninsula shield force in 2017 diplomatic ties were heavily severed between them and#
en,ve0NWnG9ymI,713,2019,cut there's a lot of tension I'm not gonna get into it but basically in 2019 things started to kind of cool down a#
en,ve0NWnG9ymI,729,2006,organizations that both India and Pakistan agreed to be a part of in 2006 they finally launched the South Asian#
en,ve0NWnG9ymI,734,6 billion,they finally launched the South Asian free trade area which allows 1.6 000000000 people to interact economically and it#
en,ve0NWnG9ymI,771,2001,about half of the world's population created in 2001 with five original states what is it China Kazakhstan#
en,-KDwJK0pLNc,418,1983,people this autonomous community was basically formed in 1983 when they smashed nine former provinces together#
en,-KDwJK0pLNc,444,1301,a kingdom of Lyon and a kingdom of Castile in 1301 they merged together and they pretty much never looked back since#
en,-KDwJK0pLNc,521,5 million,populous autonomous region in Spain after Andalusia with about 7.5 000000 people and they have the second largest#
en,-KDwJK0pLNc,553,200,gaudí by the way finished that church jeez it's been almost like 200 years they are known for making the castells#
en,-KDwJK0pLNc,944,1668,and trading port long story short in 1668 king carlos ii got it from portugal similar Melia started with Phoenician#
en,Zl0hsvU17h4,121,1910,the kingdom years during the Republican revolution of 1910 it is said that the green represents the#
en,Zl0hsvU17h4,225,1860,created by Templars and it was introduced in 1860 by King John the sixth and it's a nautical instrument#
en,Zl0hsvU17h4,363,2020,baby baby moon baby so they said new geography coming February 2020 if you don't name your child Caleb you can no#
en,mq6L8CnNJXc,69,1297,this treaty signed between these two kings back in 1297 the Spanish and Portuguese have always usually had#
en,mq6L8CnNJXc,149,2007,then later claimed independence from Portugal in 2007 keep in mind these overseas regions in addition to the#
en,mq6L8CnNJXc,335,1755,such as the great Lisbon earthquake of 1755 that nearly destroyed the entire city on All Saints Day look it up anyway#
en,mq6L8CnNJXc,565,10.5,that's the ideal Portuguese way in any case the country has about 10.5 000000 people and they are one of the top#
en,mq6L8CnNJXc,633,"15,0",regional official language Mira and si which is only spoken by about 15000 people in two municipalities of the#
en,mq6L8CnNJXc,782,1893,sport with their oldest club dating back to 1893 in Porto their national team has consistently ranked high and FIFA#
en,mq6L8CnNJXc,934,1755,slave trade colonies established inquisitions great earthquake of 1755 Napoleon years first constitution last#
en,mq6L8CnNJXc,1026,1373,alliance between two countries on earth with the UK forged in 1373 they have been working alongside the British for a#
en,mq6L8CnNJXc,1047,2 million,people living abroad in France than any other nation at about 2 000000 the Portuguese love the French they enjoy#
en,mq6L8CnNJXc,1091,2005,canceled Mozambique's remaining debts from independence to 2005 at nearly 400 000000 dollars Brazil is their biggest#
en,Ks2wfpnEWxE,270,123,years when Poland was erased from the map for 123 years like they still kept the white eagle they loved that#
en,Ks2wfpnEWxE,730,1992,picked these up when he was in his tours in the late 70s in 1992 so back when Saddam Hussein was still in power power#
en,Hn8XXPl1vjU,49,101,on your team in any case let's begin how to piss off a Polish person in 101 oh man I just visited Poland I sure love#
en,Hn8XXPl1vjU,135,2 billion,corner into every neighboring nation since joining the EU nearly 2 000000000 euros have been invested in poland's#
en,Hn8XXPl1vjU,550,40 million,blood and it's a huge part of who they are the population is about 40 000000 however keep in mind diaspora wise there#
en,Hn8XXPl1vjU,554,20 million,however keep in mind diaspora wise there are about 20 000000 poles living abroad and they are the second largest Slavic#
en,Hn8XXPl1vjU,766,400,fought for and invaded over 40 times for about 400 years nonetheless the Polish people held through those centuries and#
en,Ga6N2X-iNvg,413,101,Taiwan and he's from Korea Taipei 101 by the way by Keith t-shirts at geography now calm Keith it's dope#
en,Ga6N2X-iNvg,437,500,sending in your really cool letter this is a 500 kronor Icelandic banknote does Ken know that Filipino language convey#
en,Ga6N2X-iNvg,482,747,you something a little chunk of a KLM 747 that used to fly in the skies until recently so this is a piece of a plane#
en,Ga6N2X-iNvg,634,1600,Oh Salem Massachusetts the the whole witch trial day I can at 1600 yeah which city the wish city oh we got a magnet oh#
en,Ga6N2X-iNvg,878,50 million,money money I'm looking at you Filipino lady from Israel that it's a 50 000000 dollar#
en,LVFvRNRTEd4,85,000,all the Philippines is a tropical archipelago of over 7000 islands about 2000 of which are inhabited and it is#
en,LVFvRNRTEd4,87,000,archipelago of over 7000 islands about 2000 of which are inhabited and it is the largest island nation without any#
en,LVFvRNRTEd4,174,500,highway is the Pan Philippine Highway that stretches about 3500 kilometers across the country and connects listen#
en,LVFvRNRTEd4,280,000,we should hang out sometime yeah when you have 7000 tropical islands on a volcanic archipelago chances are things#
en,LVFvRNRTEd4,473,3 million,about 8 percent of their GDP employing over 3 000000 people and now food now in the Philippines every region has#
en,LVFvRNRTEd4,582,175,Asia and the 12th most populated country in the world there are about 175 ethno-linguistic people groups in the#
en,LVFvRNRTEd4,608,100,largest diaspora populations spanning over 100 countries the US alone has about four 000000 I mean they were at#
en,LVFvRNRTEd4,627,175,now back to the ethnic groups thing since there are over 175 of them you would think how do they all communicate#
en,LVFvRNRTEd4,779,170,women there are many other traditional costumes and customs for the other 170 ethnic groups too many to cover but it#
en,LVFvRNRTEd4,966,1986,killed because he was against the regime people power revolution in 1986 growth from agricultural society to an#
en,LVFvRNRTEd4,1104,1898,the USA ties were close ever since they became their colony in 1898 the u.s. also had the largest number of oversea#
en,0qKRinI-alU,38,1700,it helps somewhere around a quarter of the entire population grow between 1700 and 1900 in some tribal communities they#
en,0qKRinI-alU,40,1900,the entire population grow between 1700 and 1900 in some tribal communities they practice trial marriage in which if the#
en,0qKRinI-alU,73,2004,significantly reduced from about sixty percent to twenty five percent from 2004 to 2012 I guess lots of tourism money#
en,0qKRinI-alU,76,2012,percent to twenty five percent from 2004 to 2012 I guess lots of tourism money helps there's also a lot of other things#
en,0qKRinI-alU,154,1820,under the Spanish after independence though in 1820 they had this flag then two years later they switched to this#
en,x0XCXGXGZMs,191,150,delivery this Porter system could sometimes cover over 150 miles a day all without a single wheeled vehicle or even#
en,x0XCXGXGZMs,402,000,physical contrast they are classified as a mega diverse nation with nearly 6000 endemic species they have about 1800#
en,x0XCXGXGZMs,405,1800,a mega diverse nation with nearly 6000 endemic species they have about 1800 bird species including the largest#
en,x0XCXGXGZMs,411,500,andean condor in addition there's also 500 species of man will including the national animal the llama and about 300#
en,x0XCXGXGZMs,413,300,500 species of man will including the national animal the llama and about 300 species of reptiles and over 15000#
en,x0XCXGXGZMs,415,"15,0",national animal the llama and about 300 species of reptiles and over 15000 plant species including the Puyo raya#
en,x0XCXGXGZMs,424,000,originated here in Peru and they come in over 4000 different varieties colors and shapes Peru is world's largest#
en,x0XCXGXGZMs,449,400,Kylie's only poops so much Megan so for up to 1400 dollars per kilogram worth it#
en,x0XCXGXGZMs,531,33 million,gotten pretty asian first of all the country has about 33 000000 and is the fourth most populous nation#
en,x0XCXGXGZMs,1001,1800,the ties go all the way back to the 1800s when the Chinese migrants to the new world began through cheap labor#
en,x0XCXGXGZMs,1007,2009,workers after slavery was abolished in 2009 they signed a free trade agreement and today approves the largest Chinese#
en,xwg1ne9b97I,163,1800,colonies in South America gained independence in the 1800s they had a few provisional flags and then BAM the#
en,8wbNEJjBa0k,104,1982,second largest dam in the world completed in 1982 shared with Brazil and according to most maps it seems like#
en,8wbNEJjBa0k,139,"18,0",alto Paraguay Department in itself only has about 18000 people whereas just the capital city in itself has over half a#
en,8wbNEJjBa0k,220,842,point in the country settle Pedro is only 842 meters in height not too far off you can find the largest lakes like#
en,8wbNEJjBa0k,288,160,areas the winds can pick up speeds pretty fast up to 160 km/h on rare occasions they may even develop into#
en,8wbNEJjBa0k,313,300,still on vacation okay Caleb then now although much of the land lies below 300 metres it is an all flat the abundance#
en,8wbNEJjBa0k,384,"30,0",largest barbecue in the world with over 30000 attendees in 2008 whoo-hoo otherwise some top notable dishes you#
en,8wbNEJjBa0k,453,7 million,yes but first the pie chart Paraguay has around 7 000000 people and is the most ethnically homogenous country in Latin#
en,8wbNEJjBa0k,671,300,people in themselves only number at about 300 000 Catholicism is the dominant religion of about eighty nine#
en,8wbNEJjBa0k,771,1925,evolved into the Guarani ax created by this dude in 1925 traditional instruments fused both native and#
en,8wbNEJjBa0k,855,1904,becomes the first president the Triple Alliance war territory lost 1904 revolution the Chaco War Elst Renato the#
en,8wbNEJjBa0k,861,1992,revolution the Chaco War Elst Renato the 1992 Constitution the 2012 coup d'etat and that brings us to the next segment#
en,8wbNEJjBa0k,923,1930,ended the border dispute left over from the Chaco War in the 1930s Paraguay is currently the largest nation in the#
en,8wbNEJjBa0k,933,1957,relationship goes all the way back to 1957 the heads of state and high-ranking government officials constantly visit#
en,8wbNEJjBa0k,979,"40,0",respective European homelands fun side note Paraguay also has about 40000 German and Russian Mennonites that came#
en,8wbNEJjBa0k,982,1920,German and Russian Mennonites that came in during the 1920s and our heavy contributors to power-wise dairy#
en,VzcNPKTrC90,265,000,that a government might pay $2000 to set up a street light and that street light illuminates a road and#
en,VzcNPKTrC90,701,150,International Space Station is said to accost over 150 000000000 dollars and it really only accommodates scientific#
en,hjVFwqM7xuo,75,400,so what is going on here how did this company founded over 400 years ago achieve such astronomical scale in a#
en,hjVFwqM7xuo,317,100,these investments were volatile like a Bitcoin day trader with ad/hd and 100 to 1 leverage would probably tell you to#
en,hjVFwqM7xuo,584,"50,0",world's most valuable company it employed over 50000 people which even today is very very respectable it had#
en,hjVFwqM7xuo,590,150,today is very very respectable it had over 150 merchant ships and 40 warships and warships at this time were a huge#
en,hjVFwqM7xuo,647,200,week but companies that have closed up over 200 years ago are even harder to value when we are talking about the#
en,hjVFwqM7xuo,664,1637,peak at least in terms of valuations was around 1637 now a figure of around 8 trillion US dollars is thrown around a#
en,hjVFwqM7xuo,678,78 million,capitalization of the Dutch East India Company was around 78 000000 Dutch guilders and this is pretty reputable#
en,hjVFwqM7xuo,710,1637,do warn you this involves maths a Dutch Guilder in 1637 was exchangeable for around 0.6 grams of gold 78 000000#
en,hjVFwqM7xuo,713,78 million,Guilder in 1637 was exchangeable for around 0.6 grams of gold 78 000000 Gilder would have been exchangeable for#
en,hjVFwqM7xuo,720,40 6,Gilder would have been exchangeable for 40 6.8 000000 grams of gold or forty six 000 eight hundred kilos or#
en,hjVFwqM7xuo,732,1600,today gold is trading for around 50 $1600 per kilo 47 000 kilos would cost around 2.4 000000000 dollars so you#
en,hjVFwqM7xuo,737,4 billion,$1600 per kilo 47 000 kilos would cost around 2.4 000000000 dollars so you know it's still a lot of money but it's#
en,hjVFwqM7xuo,751,300,got by just extrapolating inflation over 300 years now in fairness gold was far more scarce in the 17th century than it#
en,hjVFwqM7xuo,760,2019,is today the World Gold Council the total supply of mine gold in 2019 was around one hundred and ninety#
en,hjVFwqM7xuo,764,1600,was around one hundred and ninety 000 metric tons in the 1600s it was estimated around 20 000 metric tons#
en,hjVFwqM7xuo,823,1600,outpaces the inflation but the thing is the 1600s were poor assists by purchasing power parity GDP the entire#
en,hjVFwqM7xuo,831,81 billion,world economy's GDP was probably around 81 000000000 dollars there just wasn't as much technology to produce as many#
en,hjVFwqM7xuo,845,200,today lives better than the kings of more than 200 years ago and this is because we live in wealthier times 200#
en,hjVFwqM7xuo,847,200,more than 200 years ago and this is because we live in wealthier times 200 years from now I fully expect the people#
